,cluster,simplified_job_title,cleaned_required_skills
25,6,Data Analyst,"['excel', 'excel', 'microsoft excel', 'excel', 'excel', 'excel', 'excel', 'excel', 'excel', 'excel', 'excel', 'microsoft excel', 'excel', 'excel', 'excel', 'excel', 'microsoft excel', 'excel', 'excel', 'advanced excel', 'excel', 'm excel', 'excel', 'microsoft excel', 'excel', 'excel', 'microsoft excel', 'excel', 'excel vba', 'excel', 'excel', 'excel', 'excel', 'excel', 'microsoft excel', 'excel', 'excel', 'excel', 'excel', 'microsoft excel', 'excel', 'excel', 'excel', 'excel', 'microsoft excel', 'excel', 'excel', 'excel', 'excel', 'excel', 'excel', 'm excel', 'excel', 'advanced excel', 'excel', 'excel', 'excel', 'microsoft excel', 'excel', 'microsoft excel', 'microsoft excel', 'excel', 'excel', 'excel', 'excel', 'excel', 'excel', 'excel', 'm excel', 'excel', 'excel', 'excel', 'excel', 'microsoft excel', 'excel', 'microsoft excel', 'm excel', 'excel', 'excel', 'excel', 'excel', 'excel', 'excel', 'microsoft excel', 'excel', 'excel', 'microsoft excel', 'microsoft excel', 'excel', 'excel', 'excel', 'excel', 'microsoft excel', 'excel', 'microsoft excel', 'excel', 'excel', 'advanced excel', 'excel', 'microsoft excel', 'excel', 'excel']"
26,6,Data Scientist,"['excel', 'm excel', 'excel', 'excel', 'excel', 'excel', 'excel', 'excel', 'excel']"
27,6,Intern,"['excel', 'microsoft excel', 'excel', 'microsoft excel', 'excel', 'excel']"
28,7,Business Intelligence,"['critical thinking', 'critical thinking']"
29,7,Data Analyst,"['strategic thinking', 'analytical thinking', 'critical thinking', 'critical thinking', 'analytical thinking', 'analytical thinking', 'critical thinking', 'strategic thinking', 'analytical thinking', 'critical thinking', 'critical thinking', 'critical thinking', 'analytical thinking']"
30,7,Data Scientist,"['design thinking', 'strategic thinking', 'creative thinking', 'analytical thinking', 'critical thinking', 'analytical thinking', 'strategic thinking', 'creative thinking']"
31,7,Intern,"['strategic thinking', 'critical thinking']"
32,8,Business Intelligence,"['etl', 'etl', 'etl process', 'etl tool', 'etl', 'etl', 'etl pipeline', 'etl', 'etl tool']"
33,8,Data Analyst,"['etl', 'etl process', 'etl', 'etl', 'etl', 'etl process', 'etl', 'etl', 'etl', 'etl', 'python etl', 'etl tool', 'etl process', 'etl', 'etl', 'etl', 'etl', 'etl', 'etl', 'etl', 'etl', 'etl', 'etl', 'etl', 'etl', 'etl', 'etl', 'etl', 'etl', 'etl', 'etl skill', 'etl']"
34,8,Data Scientist,"['etl', 'etl', 'etl', 'etl', 'etl pipeline', 'etl', 'etl design', 'etl process', 'etl', 'etl pipeline', 'etl', 'etl', 'etl', 'etl']"
35,8,Intern,['etl']
36,9,Business Intelligence,"['machine learning', 'machine learning']"
37,9,Data Analyst,"['machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning']"
38,9,Data Scientist,"['machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning technique', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'advanced machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'causal machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning']"
39,9,Intern,"['machine learning', 'machine learning', 'machine learning', 'machine learning', 'machine learning']"
40,10,Business Intelligence,"['analytics', 'data analytics', 'analytics', 'data analytics', 'analytics', 'data analytics', 'analytics', 'analytics', 'data analytics']"
41,10,Data Analyst,"['data analytics', 'data analytics', 'analytics', 'data analytics', 'data analytics', 'analytics', 'healthcare analytics', 'people analytics', 'emerging analytics', 'google analytics', 'analytics tool', 'analytics', 'adobe analytics', 'google analytics', 'data analytics', 'data analytics', 'analytics', 'bb marketing analytics', 'analytics', 'data analytics', 'adobe analytics', 'google analytics', 'analytics', 'analytics', 'social analytics', 'text analytics', 'analytics', 'data analytics', 'data analytics', 'analytics', 'data analytics', 'data analytics', 'analytics', 'azure data analytics', 'synapse analytics', 'data analytics', 'data analytics', 'data analytics', 'data analytics', 'product analytics', 'web analytics', 'social analytics', 'statistical analytics', 'marketing analytics', 'analytics', 'web analytics', 'hr analytics', 'predictive analytics', 'google analytics', 'web analytics', 'analytics', 'data analytics', 'data analytics', 'analytics', 'data analytics', 'data analytics', 'analytics', 'sale analytics', 'product analytics', 'web analytics', 'customer analytics', 'advanced analytics', 'data analytics', 'marketing analytics', 'product analytics', 'web analytics', 'predictive analytics', 'advanced analytics', 'data analytics', 'financial data analytics', 'web analytics', 'google analytics', 'adobe analytics', 'google analytics', 'adobe analytics', 'data analytics', 'analytics', 'big data analytics', 'web analytics', 'data analytics', 'google analytics', 'predictive analytics', 'product analytics', 'customer analytics', 'data analytics', 'productivity analytics', 'growth analytics', 'marketing analytics', 'data analytics', 'data analytics', 'data analytics', 'data analytics', 'data analytics tool', 'data analytics']"
42,10,Data Scientist,"['analytics', 'data analytics', 'data analytics', 'analytics', 'advanced analytics', 'analytics', 'data analytics', 'banking analytics', 'payment analytics', 'analytics', 'data analytics', 'predictive analytics', 'google analytics', 'predictive analytics', 'advanced analytics', 'product analytics', 'analytics framework', 'analytics', 'advanced analytics', 'analytics', 'geospatial analytics', 'analytics', 'analytics', 'marketing analytics', 'analytics', 'marketing analytics', 'analytics', 'cognos analytics', 'marketing analytics', 'advanced analytics', 'text analytics', 'analytics', 'analytics', 'analytics', 'analytics', 'customer analytics', 'marketing analytics', 'advanced analytics', 'analytics', 'analytics', 'analytics', 'advanced analytics', 'analytics', 'analytics', 'analytics', 'analytics', 'analytics', 'analytics', 'analytics', 'data analytics', 'predictive analytics', 'prescriptive analytics', 'analytics', 'analytics', 'quantitative analytics', 'data analytics', 'product analytics', 'analytics', 'analytics', 'data analytics', 'visual analytics', 'advanced analytics', 'predictive analytics', 'analytics', 'analytics', 'analytics', 'visual analytics', 'analytics consultant', 'analytics', 'healthcare analytics', 'analytics', 'crm analytics', 'data analytics']"
43,10,Intern,"['predictive analytics', 'analytics']"
44,11,Data Analyst,"['predictive analysis', 'predictive analysis']"
45,11,Data Scientist,"['predictive analysis', 'analysis', 'analysis']"
46,12,Business Intelligence,"['data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization tool', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization']"
47,12,Data Analyst,"['data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization tool', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization', 'visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization', 'data visualization tool', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization tool', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization', 'data visualization', 'data visualization', 'visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization tool', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization', 'visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization', 'visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization tool', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization']"
48,12,Data Scientist,"['data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization', 'visualization', 'visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization tool', 'data visualization', 'visualization', 'data visualization', 'visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization software', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization', 'data visualization', 'data visualization', 'visualization', 'data visualization', 'visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'visualization']"
49,12,Intern,"['data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization', 'data visualization']"
50,13,Business Intelligence,"['statistic', 'statistic', 'statistic']"
51,13,Data Analyst,"['statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic']"
52,13,Data Scientist,"['statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'bayesian statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'bayesian statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'applied statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic', 'statistic']"
53,13,Intern,"['statistic', 'statistic', 'statistic', 'applied statistic']"
54,14,Business Intelligence,"['problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving']"
55,14,Data Analyst,"['problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'complex problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving']"
56,14,Data Scientist,"['problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'problem solving', 'creative problem solving', 'problem solving']"
57,15,Business Intelligence,"['communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill']"
58,15,Data Analyst,"['communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill']"
59,15,Data Scientist,"['communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill']"
60,15,Intern,"['communication skill', 'communication skill', 'communication skill', 'communication skill', 'communication skill']"
61,16,Business Intelligence,"['user testing', 'ab testing']"
62,16,Data Analyst,"['ab testing', 'statistical testing', 'ab testing', 'ab testing', 'ab testing', 'multivariate testing', 'testing', 'testing', 'testing', 'ab testing', 'data testing', 'system testing', 'ab testing', 'ab testing', 'ab testing']"
63,16,Data Scientist,"['ab testing', 'ab testing', 'ab testing', 'unit testing', 'integration testing', 'ab testing', 'ab testing', 'ab testing', 'ab testing', 'ab testing', 'ab testing', 'ab testing', 'ab testing', 'ab testing', 'ab testing', 'ab testing', 'hypothesis testing', 'ab testing', 'ab testing', 'statistical testing', 'ab testing', 'ab testing', 'unit testing']"
64,16,Intern,['hypothesis testing']
65,17,Business Intelligence,"['data modeling', 'data modeling', 'data modeling', 'data modeling', 'data modeling', 'data modeling', 'data modeling', 'data modeling', 'data modeling', 'data modeling', 'data modeling']"
66,17,Data Analyst,"['data modeling', 'modeling', 'data modeling', 'data modeling', 'predictive modeling', 'data modeling', 'data modeling', 'predictive modeling', 'workforce modeling', 'data modeling', 'data modeling', 'data modeling', 'data modeling', 'forecast modeling', 'data modeling', 'predictive modeling', 'data modeling', 'data modeling', 'mathematical modeling', 'data modeling', 'data modeling', 'mathematical modeling', 'data modeling', 'data modeling', 'data modeling', 'data modeling', 'predictive modeling', 'modeling experience', 'data modeling', 'mathematical modeling', 'data modeling', 'data modeling', 'data modeling', 'data modeling', 'data modeling', 'data modeling', 'data modeling', 'data modeling', 'advanced modeling']"
67,17,Data Scientist,"['data modeling', 'modeling', 'predictive modeling', 'data modeling', 'aiml modeling', 'predictive modeling', 'stochastic data modeling', 'dimensional modeling', 'data modeling', 'predictive modeling', 'data modeling', 'data modeling', 'predictive modeling', 'predictive modeling', 'data modeling', 'data modeling', 'data modeling', 'predictive modeling', 'modeling', 'predictive modeling', 'segmentation modeling', 'demand modeling', 'aiml modeling', 'data modeling', 'predictive modeling', 'modeling', 'customer data modeling', 'predictive modeling', 'data modeling', 'predictive modeling', 'data modeling', 'data modeling', 'data modeling', 'customer modeling', 'data modeling', 'modeling', 'predictive modeling', 'predictive modeling', 'data modeling', 'predictive modeling', 'predictive modeling', 'data modeling', 'modeling', 'modeling', 'modeling', 'predictive modeling', 'modeling', 'modeling', 'predictive modeling', 'predictive modeling', 'econometric modeling', 'energy modeling', 'modeling', 'data modeling', 'predictive modeling', 'predictive modeling', 'modeling', 'predictive modeling', 'data modeling', 'data modeling', 'predictive modeling', 'endtoend modeling', 'data modeling', 'predictive modeling']"
68,18,Business Intelligence,"['statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis']"
69,18,Data Analyst,"['statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical skill', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis']"
70,18,Data Scientist,"['statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical skill', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'probability statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis plan', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis']"
71,18,Intern,"['statistical analysis', 'statistical analysis', 'statistical analysis', 'statistical analysis']"
72,19,Business Intelligence,"['data management', 'pipeline management', 'proposal management', 'project management', 'project management', 'data management', 'inventory management', 'data management', 'project', 'time management', 'stakeholder management', 'portfolio management', 'project management', 'data management', 'agile project management', 'data management', 'time management', 'data management', 'data management']"
73,19,Data Analyst,"['project management', 'data management', 'data management lifecycle', 'project management methodology', 'project management tool', 'project management', 'time management', 'project management', 'pressure management', 'project management', 'project management', 'crm management', 'project management', 'management', 'data management', 'project management', 'project management', 'metadata management', 'project management', 'time management', 'project management', 'stakeholder management', 'project management', 'data management', 'data management', 'time management', 'project management', 'project management', 'data management', 'time management', 'project management', 'product management', 'project management', 'time management', 'data management', 'project management', 'stakeholder management', 'project management', 'data management', 'data management tool', 'data management', 'project management', 'time management', 'stakeholder management', 'data management', 'asset management', 'rfp management', 'data management', 'data management', 'project management', 'data management', 'project management', 'time management', 'data management', 'project management', 'time management', 'hr data management', 'data management', 'risk management', 'project management', 'project management', 'project management', 'project management', 'capacity management', 'data management', 'product management', 'project management', 'budget management', 'project management', 'project management', 'data management platform', 'project management', 'data management', 'project management', 'project management', 'time management', 'data management', 'project management', 'data management', 'project management', 'project management', 'data management', 'data management', 'project management', 'project management', 'data management', 'asset management', 'data management', 'time management', 'project management', 'project management']"
74,19,Data Scientist,"['record management', 'project management', 'stakeholder management', 'stakeholder management', 'data management', 'stakeholder management', 'data management', 'data management', 'data management', 'data management', 'project management', 'data management', 'data management', 'data management', 'stakeholder management', 'data management', 'data management', 'data management', 'project management', 'data management', 'project management', 'project management', 'data management', 'project management', 'data management', 'data management', 'project management', 'revenue management', 'project management', 'project management', 'project management', 'stakeholder management', 'data management', 'project management', 'project management', 'data management', 'data management', 'project management', 'project management', 'project management', 'process management', 'data management', 'project management', 'data management', 'team management', 'project management', 'data management', 'project management', 'emergency management', 'configuration management', 'change management']"
75,19,Intern,"['time management', 'supplier management', 'product management', 'project management']"
76,20,Business Intelligence,"['power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'microsoft power bi', 'power bi', 'power bi', 'power bi', 'power bi']"
77,20,Data Analyst,"['power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'microsoft power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'microsoft power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'microsoft power bi', 'power bi', 'power bi', 'bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi']"
78,20,Data Scientist,"['power data', 'power bi', 'microsoft power bi', 'microsoft power bi', 'power bi', 'microsoft power bi', 'power bi', 'power bi', 'power bi', 'power bi', 'power bi']"
79,20,Intern,"['power bi', 'microsoft power bi', 'power bi']"
80,21,Business Intelligence,"['analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill']"
81,21,Data Analyst,"['analytical solution', 'analytical', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical', 'analytical skill', 'analytical strategy', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical tool', 'analytical', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill']"
82,21,Data Scientist,"['analytical technique', 'analytical skill', 'analytical technique', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical', 'data analytical', 'analytical model', 'analytical skill', 'analytical skill', 'analytical skill', 'analytical', 'analytical']"
83,21,Intern,"['analytical', 'analytical skill', 'analytical skill']"
84,22,Business Intelligence,['teamwork']
85,22,Data Analyst,"['teamwork', 'teamwork', 'teamwork', 'teamwork', 'teamwork', 'teamwork', 'teamwork', 'teamwork', 'teamwork', 'teamwork', 'teamwork', 'teamwork', 'teamwork', 'teamwork', 'teamwork', 'teamwork', 'teamwork']"
86,22,Data Scientist,"['teamwork', 'teamwork', 'crossfunctional teamwork', 'teamwork']"
87,22,Intern,"['teamwork', 'teamwork']"
88,23,Business Intelligence,"['problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving']"
89,23,Data Analyst,"['problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving skill', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving']"
90,23,Data Scientist,"['problemsolving', 'problemsolving', 'problemsolving skill', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving', 'problemsolving']"
91,23,Intern,"['problemsolving', 'problemsolving', 'problemsolving', 'problemsolving skill', 'problemsolving', 'problemsolving']"
92,24,Data Scientist,"['deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning', 'deep learning']"
93,25,Business Intelligence,"['m office suite', 'm office', 'm office']"
94,25,Data Analyst,"['microsoft office', 'microsoft office', 'microsoft office', 'microsoft office', 'microsoft office', 'microsoft office', 'microsoft office', 'microsoft office', 'microsoft office', 'microsoft office', 'microsoft office', 'microsoft office', 'm office', 'microsoft office', 'microsoft office', 'microsoft office suite', 'microsoft office', 'microsoft office', 'microsoft office', 'microsoft office', 'm office', 'microsoft office', 'm office', 'microsoft office']"
95,25,Data Scientist,"['microsoft office', 'microsoft office suite']"
96,25,Intern,"['microsoft office', 'm office', 'microsoft office']"
97,26,Business Intelligence,"['database', 'relational database', 'database analysis', 'database concept', 'database management', 'database management', 'database management']"
98,26,Data Analyst,"['relational database', 'relational database', 'database management', 'relational database', 'database management', 'database knowledge', 'relational database', 'database management', 'database management', 'database tool', 'database design', 'database marketing', 'database management', 'relational database modeling', 'cloud database', 'database management', 'database system', 'database management', 'database management', 'database', 'relational database', 'relational database', 'database query', 'database management', 'database', 'database design', 'sql database design', 'database management', 'database development', 'relational database', 'database design', 'relational database', 'database design', 'database management', 'relational database', 'database management']"
