,applicationsCount,applyType,applyUrl,benefits,companyId,companyName,companyUrl,contractType,experienceLevel,id,jobUrl,location,postedTime,posterFullName,posterProfileUrl,publishedAt,salary,sector,title,workType,min_years_of_experience,min_hourly_salary,max_hourly_salary,min_yearly_salary,max_yearly_salary,required_degree,remote_work,required_skills,simplified_job_title
307,39 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-analyst-environmental-social-governance-at-yo-it-consulting-4097735789?trk=public_jobs_topcard-title,,100690228.0,YO IT CONSULTING,https://www.linkedin.com/company/yoitconsulting?trk=public_jobs_topcard-org-name,Contract,Mid-Senior level,4097735789,https://www.linkedin.com/jobs/view/data-analyst-environmental-social-governance-at-yo-it-consulting-4097735789?trk=public_jobs_topcard-title,"St Louis, MO",4 days ago,,,2024-12-12,$30.00/hr - $40.00/hr,"Technology, Information and Internet",Data Analyst -Environmental/Social/Governance,Information Technology,3.0,,,,,BS,False,"['data analysis', 'social analytics', 'microsoft office', 'data', 'time management', 'esh', 'data management', 'sustainability', 'communication', 'data collection', 'esg', 'environmental', 'enablon', 'large-scale data analysis', 'reporting', 'cross-functional collaboration']",Data Analyst
308,Over 200 applicants,EXTERNAL,https://www.aplitrak.com/?adid=UEtLTi45MjI3OC4xNTUwQHN0aHJlZXVzYTIuYXBsaXRyYWsuY29t,,225056.0,Progressive Recruitment,https://uk.linkedin.com/company/progressive-recruitment?trk=public_jobs_topcard-org-name,Contract,Entry level,4099620741,https://www.linkedin.com/jobs/view/data-analyst-at-progressive-recruitment-4099620741?trk=public_jobs_topcard-title,"Hartford, CT",4 days ago,,,2024-12-12,$55.00/hr - $65.00/hr,Utilities,Data Analyst,Analyst and Finance,10.0,,,,,,False,"['analytical thinking', 'data transformation', 'compliance reviews', 'data validation', 'reporting', 'process improvements', 'Microsoft applications']",Data Analyst
309,Over 200 applicants,EXTERNAL,https://careers.medpace.com/jobs/9464?lang=en-us&iis=Job+Board&iisn=LinkedIn,,24015.0,Medpace,https://www.linkedin.com/company/medpace?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,3968882927,https://www.linkedin.com/jobs/view/junior-analytics-business-intelligence-analyst-at-medpace-3968882927?trk=public_jobs_topcard-title,"Cincinnati, OH",3 days ago,,,2024-12-13,,Pharmaceutical Manufacturing,Junior Analytics & Business Intelligence Analyst,"Research, Analyst, and Information Technology",0.0,,,,,BS,False,"['Data Visualization', 'SQL', 'DAX', 'Data Modeling', 'Communication Skills', 'Analytical Skills']",Business Intelligence
310,Be among the first 25 applicants,EXTERNAL,https://careers-lifepoint.icims.com/jobs/19785/senior-data-analyst/job?mode=job&iis=Job+Posting&iisn=LinkedIn,,1593346.0,Springstone,https://www.linkedin.com/company/springstone?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4102820581,https://www.linkedin.com/jobs/view/senior-data-analyst-at-springstone-4102820581?trk=public_jobs_topcard-title,"Brentwood, TN",5 hours ago,,,2024-12-17,,Hospitals and Health Care,Senior Data Analyst,Information Technology,5.0,,,,,BS,False,"['Power BI', 'DAX', 'SQL', 'Excel', 'Microsoft Office', 'Python', 'R', 'Google Looker', 'Business Objects', 'data warehousing', 'data modelling', 'ETL', 'reporting']",Data Analyst
312,Over 200 applicants,EXTERNAL,https://careers.fedex.com/data-analyst-lead/job/P25-165903-1?utm_domicile=unspecified&utm_persona=unspecified&utm_trackedsource=srm_linkedin_jb&utm_subco=FDW&utm_persona=unspecified&utm_trackedsource=srm_linkedin_jb&utm_subco=FCC,,86967006.0,FedEx Dataworks,https://www.linkedin.com/company/fedex-dataworks?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4080670968,https://www.linkedin.com/jobs/view/data-analyst-lead-at-fedex-dataworks-4080670968?trk=public_jobs_topcard-title,United States,5 days ago,,,2024-12-11,,IT Services and IT Consulting,Data Analyst Lead,Information Technology,5.0,,,,,MS,True,"['SQL', 'Python', 'Statistical Analytics', 'Looker Dashboards', 'Data Engineering', 'Data instrumentation', 'mining and cleansing', 'Mathematical modeling', 'statistical modeling', 'Marketing Analytics']",Data Analyst
313,88 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/senior-data-analyst-at-lhh-4097051898?trk=public_jobs_topcard-title,"Medical insurance
Vision insurance
Dental insurance
401(k)",5235.0,LHH,https://www.linkedin.com/company/lhhworldwide?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4097051898,https://www.linkedin.com/jobs/view/senior-data-analyst-at-lhh-4097051898?trk=public_jobs_topcard-title,"Riverside County, CA",5 days ago,,,2024-12-11,"$63,000.00/yr - $84,000.00/yr",Human Resources Services,Senior Data Analyst,Information Technology,2.0,,40.0,,84000.0,,False,"['Python', 'SQL', 'data validation', 'data cleansing', 'automation', 'process improvement', 'VBA', 'Advanced Excel']",Data Analyst
314,Over 200 applicants,EXTERNAL,https://oaktree.wd1.myworkdayjobs.com/Oaktree/job/Los-Angeles/Analyst-Associate\u002d\u002dESG_2024-266?source=Linkedin,,17391.0,"Oaktree Capital Management, L.P.",https://www.linkedin.com/company/oaktree-capital-management?trk=public_jobs_topcard-org-name,Full-time,Associate,4009440300,https://www.linkedin.com/jobs/view/esg-data-analyst-associate-at-oaktree-capital-management-l-p-4009440300?trk=public_jobs_topcard-title,"Los Angeles, CA",2 days ago,,,2024-12-14,"$75,000.00/yr - $125,000.00/yr","Financial Services, Investment Management, and Venture Capital and Private Equity Principals",ESG Data Analyst/Associate,Information Technology,1.0,,,75000.0,125000.0,BS,True,"['communication', 'data analysis', 'SQL', 'Python', 'ESG', 'PowerPoint', 'Excel']",Data Analyst
315,Be among the first 25 applicants,EXTERNAL,https://dsp.prng.co/05XLsVb,,1666.0,Intuit,https://www.linkedin.com/company/intuit?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4098862116,https://www.linkedin.com/jobs/view/staff-technical-data-analyst-at-intuit-4098862116?trk=public_jobs_topcard-title,"New York, NY",5 days ago,,,2024-12-12,,Software Development,Staff Technical Data Analyst,Information Technology,8.0,,,,,,False,"['data analysis', 'data engineering', 'marketing data', 'SQL', 'data pipelines', 'ETL', 'data warehouses', 'visualization tools', 'campaign targeting', 'collaboration', 'lifelong learner', 'marketing automation', 'data onboarding']",Data Analyst
317,127 applicants,EXTERNAL,https://dsp.prng.co/4BySHGb,,1666.0,Intuit,https://www.linkedin.com/company/intuit?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4080281712,https://www.linkedin.com/jobs/view/staff-business-data-analyst-at-intuit-4080281712?trk=public_jobs_topcard-title,"New York, NY",5 days ago,,,2024-12-11,,Software Development,Staff Business Data Analyst,Information Technology,9.0,,,,,BS/MS,False,"['analytics', 'SQL', 'Python/R', 'statistical methods', 'data visualization', 'cloud data warehouses', 'Agile Product Development', 'User Experience Research', 'web analytics', 'Causal Inference']",Data Analyst
319,Over 200 applicants,EXTERNAL,https://americancentury.wd5.myworkdayjobs.com/AmericanCenturyInvestments/job/Kansas-City-Missouri/Data-Analyst_R0005003?source=LinkedIn,,162415.0,American Century Investments,https://www.linkedin.com/company/american-century-investments?trk=public_jobs_topcard-org-name,Full-time,Entry level,4045203229,https://www.linkedin.com/jobs/view/data-analyst-at-american-century-investments-4045203229?trk=public_jobs_topcard-title,"Kansas City, MO",5 days ago,,,2024-12-11,,Financial Services,Data Analyst,Information Technology,2.0,,,,,BS,False,"['AWS', 'ETL', 'data extraction', 'data mapping', 'data modeling', 'data testing', 'Agile methodologies', 'analytical skills', 'communication skills']",Data Analyst
320,Over 200 applicants,EXTERNAL,https://gartner.wd5.myworkdayjobs.com/EXT/job/Stamford-CT/Business-Intelligence-Analyst_94628-1/apply?source=JB-10120,,2078.0,Gartner,https://www.linkedin.com/company/gartner?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4080418767,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-gartner-4080418767?trk=public_jobs_topcard-title,"Stamford, CT",3 days ago,,,2024-12-13,"$62,400.00/yr - $86,940.00/yr","IT Services and IT Consulting, Information Services, and Research Services",Business Intelligence Analyst,"Research, Analyst, and Information Technology",1.0,0.0,0.0,62400.0,86940.0,,True,"['Microsoft Excel', 'Power BI', 'SQL', 'data analysis', 'reporting', 'dashboard', 'critical thinking', 'problem solving', 'communication', 'organization', 'time management']",Business Intelligence
326,188 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/senior-data-analyst-engineer-at-robert-walters-4101266702?trk=public_jobs_topcard-title,"Medical insurance
Vision insurance
Dental insurance
401(k)
Paid maternity leave
Paid paternity leave
Disability insurance",165757.0,Robert Walters,https://uk.linkedin.com/company/robert-walters?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4101266702,https://www.linkedin.com/jobs/view/senior-data-analyst-engineer-at-robert-walters-4101266702?trk=public_jobs_topcard-title,"New York, United States",8 hours ago,,,2024-12-17,"$120,000.00/yr - $160,000.00/yr",Insurance and Insurance Agencies and Brokerages,Senior Data Analyst Engineer,"Analyst, Engineering, and Finance",5.0,,,,,BS,False,"['data analysis', 'data modeling', 'SQL', 'Python', 'ETL', 'REST API', 'schema design', 'machine learning', 'cloud platforms', 'data reporting', 'data visualization']",Data Analyst
327,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/senior-data-analyst-at-gibbs-consulting-it-services-solutions-4099267301?trk=public_jobs_topcard-title,,104737241.0,Gibbs Consulting IT Services & Solutions,https://uk.linkedin.com/company/gibbs-consulting-it-services-solutions?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4099267301,https://www.linkedin.com/jobs/view/senior-data-analyst-at-gibbs-consulting-it-services-solutions-4099267301?trk=public_jobs_topcard-title,"New York, United States",4 days ago,Daisy Nguyen,https://uk.linkedin.com/in/daisy-nguyen-17024b66,2024-12-12,,IT Services and IT Consulting,Senior Data Analyst,Information Technology,5.0,,,,,BS,True,"['SAS programming', 'SQL', 'data visualization', 'SAS macro', 'analytical skills', 'API development', 'Power BI', 'Tableau', 'Excel']",Data Analyst
328,50 applicants,EXTERNAL,https://jobs-tac-eng.icims.com/jobs/2324/data-analyst/job,,1093373.0,"Tactical Engineering and Analysis, Inc.",https://www.linkedin.com/company/tactical-engineering-and-analysis-inc.?trk=public_jobs_topcard-org-name,Full-time,Entry level,4099354837,https://www.linkedin.com/jobs/view/data-analyst-at-tactical-engineering-and-analysis-inc-4099354837?trk=public_jobs_topcard-title,"San Diego, CA",3 days ago,,,2024-12-13,"$90,000.00/yr - $115,000.00/yr",IT Services and IT Consulting,Data Analyst,Information Technology,6.0,,,90000.0,115000.0,BS,False,"['data analysis', 'troubleshooting', 'technical documentation', 'test planning', 'communication skills', 'Navy C2 systems', 'data analysis tools']",Data Analyst
329,Over 200 applicants,EXTERNAL,https://boards.greenhouse.io/blinkhealth/jobs/7773426002?gh_src=4d9805e62,,10206331.0,BlinkRx,https://www.linkedin.com/company/blink-health?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4098330929,https://www.linkedin.com/jobs/view/senior-data-analyst-at-blinkrx-4098330929?trk=public_jobs_topcard-title,"New York, NY",3 days ago,,,2024-12-13,,"IT Services and IT Consulting, Software Development, and Technology, Information and Internet",Senior Data Analyst,Information Technology,4.0,,,170000.0,170000.0,MS,True,"['data analysis', 'reporting', 'dash boarding', 'Tableau', 'SQL', 'Python', 'data integration', 'ETL', 'data lakes']",Data Analyst
330,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/gis-data-analyst-at-visionaire-partners-4097630369?trk=public_jobs_topcard-title,"Medical insurance
Vision insurance
Dental insurance
401(k)",206800.0,Visionaire Partners,https://www.linkedin.com/company/visionaire-partners?trk=public_jobs_topcard-org-name,Contract,Entry level,4097630369,https://www.linkedin.com/jobs/view/gis-data-analyst-at-visionaire-partners-4097630369?trk=public_jobs_topcard-title,Atlanta Metropolitan Area,3 days ago,Nicole Riddle,https://www.linkedin.com/in/nicoleriddle1,2024-12-13,$30.00/hr - $33.00/hr,IT Services and IT Consulting,GIS Data Analyst,Information Technology,2.0,,,,,BS,True,"['GIS', 'ESRI Suite', 'data editing', 'spatial analysis', 'relational databases', 'database queries', 'SQL']",Data Analyst
331,27 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/senior-data-analyst-at-hruckus-4102821475?trk=public_jobs_topcard-title,,5356751.0,HRUCKUS,https://www.linkedin.com/company/hruckus?trk=public_jobs_topcard-org-name,Contract,Mid-Senior level,4102821475,https://www.linkedin.com/jobs/view/senior-data-analyst-at-hruckus-4102821475?trk=public_jobs_topcard-title,"Washington, DC",5 hours ago,Eldrick Conwi,https://www.linkedin.com/in/eldrickconwi,2024-12-17,"$100,000.00/yr - $107,000.00/yr",Government Relations Services and IT Services and IT Consulting,Senior Data Analyst,Information Technology,16.0,,,100000.0,107000.0,BS,False,"['data analysis', 'SQL code development', 'IT standards', 'system testing', 'database management', 'metadata creation', 'reporting', 'software development life cycle', 'data warehousing', 'BI systems']",Data Analyst
332,80 applicants,EXTERNAL,https://recruiting.paylocity.com/Recruiting/Jobs/Details/2920787?source=LinkedIn,,59068.0,Homrich Berg,https://www.linkedin.com/company/homrich-berg?trk=public_jobs_topcard-org-name,Full-time,Entry level,4102121623,https://www.linkedin.com/jobs/view/business-intelligence-bi-analyst-at-homrich-berg-4102121623?trk=public_jobs_topcard-title,"Atlanta, GA",5 hours ago,,,2024-12-17,,Financial Services,Business Intelligence (BI) Analyst,Business Development and Sales,2.0,,,,,BS,False,"['data analysis', 'SQL', 'data pipelining', 'data mining', 'data visualization', 'communication', 'Excel', 'Power BI', 'Power Query', 'Hadoop', 'Python', 'R', 'Alteryx', 'Google Big Query', 'Tableau']",Business Intelligence
335,147 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-analyst-w-alteryx-jql-exp-at-dexian-4095569538?trk=public_jobs_topcard-title,,91447303.0,Dexian,https://www.linkedin.com/company/dexiansolutions?trk=public_jobs_topcard-org-name,Contract,Entry level,4095569538,https://www.linkedin.com/jobs/view/data-analyst-w-alteryx-jql-exp-at-dexian-4095569538?trk=public_jobs_topcard-title,"Minneapolis, MN",4 days ago,,,2024-12-12,,Banking,Data Analyst w/ Alteryx & JQL Exp,Information Technology,1.0,,,,,,True,"['Alteryx', 'JQL']",Data Analyst
336,79 applicants,EXTERNAL,https://jsv3.recruitics.com/redirect?rx_cid=846&rx_jobId=407732032&rx_url=https%3A%2F%2Fwww.mediabistro.com%2Fjobs%2F407732032-marketing-data-analyst%3Frx_c%3D%26rx_job%3D407732032%26rx_medium%3Dpost%26rx_paid%3D0%26rx_r%3Dnone%26rx_source%3DLinkedin%26rx_ts%3D20241217T020205Z%26utm_campaign%3Drecruitics%26utm_source%3Dlinkedin,,1420123.0,Resource Label Group,https://www.linkedin.com/company/resource-label-group-llc?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4101752698,https://www.linkedin.com/jobs/view/marketing-data-analyst-at-resource-label-group-4101752698?trk=public_jobs_topcard-title,"Longmont, CO",2 days ago,,,2024-12-14,"$70,000.00/yr - $90,000.00/yr",Printing Services,Marketing Data Analyst,Information Technology,2.0,,,70000.0,90000.0,BS,True,"['data analysis', 'insights', 'dashboards', 'reporting', 'forecasting', 'presentation skills', 'stakeholder engagement']",Data Analyst
339,44 applicants,EXTERNAL,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?jobId=930203&source=LI&cid=2212803a-7b2f-4732-a870-2c858aa0d64b,,8536.0,J. Craig Venter Institute,https://www.linkedin.com/company/j-craig-venter-institute?trk=public_jobs_topcard-org-name,Part-time,Mid-Senior level,4101764632,https://www.linkedin.com/jobs/view/data-analyst-imaging-part-time-2-yumul-at-j-craig-venter-institute-4101764632?trk=public_jobs_topcard-title,"San Diego, CA",2 days ago,,,2024-12-14,$16.70/hr - $34.14/hr,Biotechnology Research,Data Analyst - Imaging (Part-Time 2) (Yumul),Information Technology,0.0,,,,,BS,False,"['genomics', 'statistics', 'Linux', 'programming', 'MRI', 'data integrity', 'bioinformatics', 'scripting', 'research design', 'teamwork', 'communication', 'laboratory procedures']",Data Analyst
340,Over 200 applicants,EXTERNAL,https://careers.medpace.com/jobs/9466?lang=en-us&iis=Job+Board&iisn=LinkedIn,,24015.0,Medpace,https://www.linkedin.com/company/medpace?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,3968885154,https://www.linkedin.com/jobs/view/junior-business-intelligence-analyst-at-medpace-3968885154?trk=public_jobs_topcard-title,"Cincinnati, OH",2 days ago,,,2024-12-14,,Pharmaceutical Manufacturing,Junior Business Intelligence Analyst,"Research, Analyst, and Information Technology",0.0,,,,,BS,True,"['Data Visualization', 'SQL', 'Data Modeling', 'Communication', 'Analytical']",Business Intelligence
341,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/senior-data-analyst-at-bart-associates-inc-4098475388?trk=public_jobs_topcard-title,,889034.0,"Bart & Associates, Inc.",https://www.linkedin.com/company/bart-associates?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4098475388,https://www.linkedin.com/jobs/view/senior-data-analyst-at-bart-associates-inc-4098475388?trk=public_jobs_topcard-title,"Huntsville, AL",4 days ago,,,2024-12-12,,IT Services and IT Consulting and IT System Data Services,Senior Data Analyst,Project Management and Information Technology,8.0,,,,,BA/BS,False,"['data mining', 'statistical analysis', 'trend analysis', 'causal analysis', 'data manipulation', 'problem-solving', 'statistics', 'programming', 'SQL', 'data visualization', 'data cleaning']",Data Analyst
342,42 applicants,EXTERNAL,https://www.ihiretechnology.com/ppc/dp/24/457245900?utm_campaign=employer+performance+slot&utm_medium=downpost&utm_term=2024-12-16&utm_content=&utm_source=linkedin&ih_linkedinjobtype=slot&ih_date=2024-12-16,,1015745.0,iHire,https://www.linkedin.com/company/ihire-llc?trk=public_jobs_topcard-org-name,Full-time,Entry level,4096489991,https://www.linkedin.com/jobs/view/data-analyst-at-dea-at-ihire-4096489991?trk=public_jobs_topcard-title,"Quantico, VA",5 days ago,,,2024-12-11,,IT Services and IT Consulting,Data Analyst at DEA,"Quality Assurance, Information Technology, and Analyst",7.0,27.0,,,,Undergraduate degree preferred,False,"['data entry', 'communication', 'legal document review', 'attention to detail', 'organizational skills', 'Microsoft Office', 'customer service', 'teamwork']",Data Analyst
344,Over 200 applicants,EXTERNAL,https://careers.sideramp.com/?redirect=false&ashby_jid=729de223-c29b-405c-97dd-2cdc33a87061&utm_source=X9NrZKvEqZ,,100662113.0,SideRamp,https://www.linkedin.com/company/sideramp?trk=public_jobs_topcard-org-name,Part-time,Mid-Senior level,4101131451,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-sideramp-4101131451?trk=public_jobs_topcard-title,United States,16 hours ago,,,2024-12-17,,Operations Consulting,Business Intelligence Analyst,"Research, Analyst, and Information Technology",2.0,,,,,BS,False,"['SQL', 'BI tools', 'statistical analysis', 'Excel', 'data warehousing', 'data quality', 'ad hoc analysis']",Business Intelligence
345,Over 200 applicants,EXTERNAL,https://grnh.se/9497f76d7us?src=997a19a57us,,390119.0,Cask NX,https://www.linkedin.com/company/cask-nx?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4098989476,https://www.linkedin.com/jobs/view/hr-data-analyst-at-cask-nx-4098989476?trk=public_jobs_topcard-title,"San Diego, CA",3 days ago,,,2024-12-13,,"Technology, Information and Internet",HR Data Analyst,Human Resources,,,,90000.0,115000.0,BS,False,"['HR analytics', 'data analysis', 'Excel', 'SQL', 'Tableau', 'Power BI', 'ServiceNow', 'predictive analytics', 'communication skills', 'HR principles']",Data Analyst
346,Over 200 applicants,EXTERNAL,https://stateoftn-careers.ttcportals.com/jobs/15337598-data-analyst-63871,,7065.0,State of Tennessee,https://www.linkedin.com/company/state-of-tennessee?trk=public_jobs_topcard-org-name,Full-time,Entry level,4096518793,https://www.linkedin.com/jobs/view/data-analyst-63871-at-state-of-tennessee-4096518793?trk=public_jobs_topcard-title,"Davidson County, TN",6 days ago,,,2024-12-10,"$48,204.00/yr - $60,336.00/yr",Government Administration,DATA ANALYST - 63871,Information Technology,2.0,,,48024.0,60336.0,BS,True,"['data analysis', 'Microsoft Excel', 'problem-solving', 'organizational skills', 'communication skills', 'presentation skills', 'large data sets', 'Tableau', 'Oracle BI']",Data Analyst
347,Over 200 applicants,EXTERNAL,https://oreillyauto.wd1.myworkdayjobs.com/oreilly/job/Headquarters/Marketing-Data-Analyst_R91634?source=LinkedIn,"Medical insurance
Vision insurance
Dental insurance
401(k)
Tuition assistance
Disability insurance",30967.0,O'Reilly Auto Parts,https://www.linkedin.com/company/o'reilly-auto-parts?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4081474135,https://www.linkedin.com/jobs/view/marketing-data-analyst-at-o-reilly-auto-parts-4081474135?trk=public_jobs_topcard-title,"Springfield, MO",4 days ago,,,2024-12-12,,Retail,Marketing Data Analyst,Marketing,1.0,,,,,BS,False,"['analytical skills', 'data insights', 'project management', 'communication skills', 'self-starter', 'Google Analytics', 'CRM platforms', 'Python', 'SQL', 'data analysis tools']",Data Analyst
348,Be among the first 25 applicants,EXTERNAL,https://click.appcast.io/track/lexmhoz?cs=ivj&sjg=8cgz,,104085107.0,Jobs via Dice,https://www.linkedin.com/company/jobs-via-dice?trk=public_jobs_topcard-org-name,Full-time,Entry level,4102130004,https://www.linkedin.com/jobs/view/data-analyst-at-jobs-via-dice-4102130004?trk=public_jobs_topcard-title,"New York, NY",5 hours ago,,,2024-12-17,,Software Development,Data Analyst,Information Technology,,,,,,,False,,Data Analyst
349,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-analyst-banking-domain-at-tribolatech-inc-4097024393?trk=public_jobs_topcard-title,,1474852.0,TribolaTech Inc,https://www.linkedin.com/company/tribolatech-inc?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4097024393,https://www.linkedin.com/jobs/view/data-analyst-banking-domain-at-tribolatech-inc-4097024393?trk=public_jobs_topcard-title,United States,5 days ago,Shikha Saigal,https://www.linkedin.com/in/shikha-saigal-0337aa121,2024-12-11,,Banking,Data Analyst-BANKING DOMAIN,Analyst and Engineering,10.0,,,,,BS/MS,False,"['data analysis', 'SQL']",Data Analyst
350,Over 200 applicants,EXTERNAL,https://www.joinrs.com/job-offers/279693/?utm_source=linkedin&utm_medium=job-offer-uk&utm_campaign=279693-joinrs-one,,101505097.0,Joinrs US,https://www.linkedin.com/company/joinrs-us?trk=public_jobs_topcard-org-name,Full-time,Entry level,4101119869,https://www.linkedin.com/jobs/view/full-remote-research-data-analyst-at-joinrs-us-4101119869?trk=public_jobs_topcard-title,United States,18 hours ago,,,2024-12-17,,IT Services and IT Consulting and Software Development,[Full Remote] Research Data Analyst,Analyst and Information Technology,0.0,,,,,,True,"['communication skills', 'multitasking', 'teamwork', 'organization', 'attention to detail']",Data Analyst
351,30 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-analyst-5-%23-24-08237-at-hiretalent-diversity-staffing-recruiting-firm-4102135773?trk=public_jobs_topcard-title,,1028156.0,HireTalent - Diversity Staffing & Recruiting Firm,https://www.linkedin.com/company/hiretalent_?trk=public_jobs_topcard-org-name,Contract,Mid-Senior level,4102135773,https://www.linkedin.com/jobs/view/data-analyst-5-%23-24-08237-at-hiretalent-diversity-staffing-recruiting-firm-4102135773?trk=public_jobs_topcard-title,"Beaverton, OR",4 hours ago,,,2024-12-17,,"IT Services and IT Consulting, Accounting, and Financial Services",Data Analyst 5 #: 24-08237,Information Technology,,,,,,BS,True,"['data analysis', 'data modeling', 'SQL', 'Databricks', 'AWS', 'data profiling', 'data validation', 'data cleansing']",Data Analyst
353,Over 200 applicants,EXTERNAL,https://likewize.wd1.myworkdayjobs.com/en-US/External/job/Dallas\u002d\u002dSouthlake/Revenue-Assurance-Manager\u002d\u002dSQL_R-594?source=LinkedIn,,75589342.0,Likewize,https://www.linkedin.com/company/likewizecorp?trk=public_jobs_topcard-org-name,Full-time,Entry level,3882205505,https://www.linkedin.com/jobs/view/data-analyst-revenue-at-likewize-3882205505?trk=public_jobs_topcard-title,"Dallas, TX",5 days ago,,,2024-12-11,,Insurance,Data Analyst (Revenue),Information Technology,3.0,,,,,BS/BA,False,"['SQL', 'data analysis', 'MS Office', 'Excel', 'communication skills', 'organizational skills', 'time management']",Data Analyst
354,Be among the first 25 applicants,EXTERNAL,https://russelltobin.com/job/technology/data-analyst-416227,,827183.0,Russell Tobin,https://www.linkedin.com/company/russell-tobin-&-associates-llc?trk=public_jobs_topcard-org-name,Contract,Entry level,4094017496,https://www.linkedin.com/jobs/view/data-analyst-at-russell-tobin-4094017496?trk=public_jobs_topcard-title,"Austin, TX",6 days ago,,,2024-12-10,$40.00/hr - $45.00/hr,Staffing and Recruiting,Data Analyst,Information Technology,,40.0,45.0,,,,True,"['data analysis', 'Tableau', 'PowerBI', 'Looker', 'analytical skills', 'problem-solving', 'communication', 'presentation skills', 'Microsoft Excel', 'iWork Suite']",Data Analyst
355,Over 200 applicants,EXTERNAL,https://careers.cintas.com/job/Mason-Data-Analyst-II-Analytics-&-Insights-OH-45040/1242093200/?feedId=222700&utm_source=LinkedInJobPostings&utm_campaign=Linkedin_Postings,,5045.0,Cintas,https://www.linkedin.com/company/cintas?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4098323116,https://www.linkedin.com/jobs/view/data-analyst-ii-analytics-insights-at-cintas-4098323116?trk=public_jobs_topcard-title,"Mason, OH",3 days ago,,,2024-12-13,,Retail Office Equipment and Facilities Services,Data Analyst II - Analytics & Insights,Information Technology,3.0,,,,,BS,False,"['data analysis', 'data visualization', 'SQL', 'Microsoft Office']",Data Analyst
357,41 applicants,EXTERNAL,https://rochester.wd5.myworkdayjobs.com/UR_Staff/job/Rochester\u002d\u002d-NY/Data-Analyst-I_R254602?source=LinkedIn,,5023.0,University of Rochester,https://www.linkedin.com/school/university-of-rochester/?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4101137699,https://www.linkedin.com/jobs/view/data-analyst-i-at-university-of-rochester-4101137699?trk=public_jobs_topcard-title,"Rochester, NY",15 hours ago,,,2024-12-17,"$44,419.00/yr - $62,186.00/yr",Higher Education,Data Analyst I,Information Technology,1.0,,,44419.0,62186.0,BS,False,"['data analysis', 'business requirements', 'statistical analysis', 'Microsoft Excel', 'problem-solving']",Data Analyst
361,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/hr-data-analyst-at-leeds-professional-resources-4101180601?trk=public_jobs_topcard-title,,12957244.0,Leeds Professional Resources,https://www.linkedin.com/company/leeds-professional-resources?trk=public_jobs_topcard-org-name,Contract,Mid-Senior level,4101180601,https://www.linkedin.com/jobs/view/hr-data-analyst-at-leeds-professional-resources-4101180601?trk=public_jobs_topcard-title,"Boca Raton, FL",11 hours ago,,,2024-12-17,,Staffing and Recruiting,HR Data Analyst,Human Resources and Information Technology,2.0,,,,,BS,False,"['HR data management', 'data migration', 'data cleaning', 'data validation', 'user acceptance testing', 'system integration']",Data Analyst
